shipment_id,warehouse,supplier,category,lead_time_days,promised_lead_time,inventory_holding_cost,unit_order_quantity,stockout_flag,shipment_status
SHP-1297,WH-Mumbai,Supp-A,Automotive,21,11,8019.8,240,0,Delivered
SHP-1298,WH-Delhi,Supp-A,Automotive,4,10,4787.29,488,0,Delivered
SHP-1299,WH-Hyderabad,Supp-B,Consumer Goods,4,8,2242.7,215,0,Delivered
SHP-1300,WH-Delhi,Supp-C,Electronics,10,6,8622.25,207,1,Delivered
SHP-1301,WH-Delhi,Supp-D,Electronics,7,13,8884.32,405,0,Delayed
SHP-1302,WH-Mumbai,Supp-C,Automotive,14,5,4929.94,409,0,Delivered
SHP-1303,WH-Bengaluru,Supp-B,Electronics,22,8,1219.15,346,0,Delivered
SHP-1304,WH-Bengaluru,Supp-B,Electronics,3,5,4184.35,96,0,Delivered
SHP-1305,WH-Delhi,Supp-C,Electronics,9,10,8133.61,151,1,Cancelled
SHP-1306,WH-Hyderabad,Supp-D,Industrial Parts,22,8,9066.85,326,0,Delivered
SHP-1307,WH-Bengaluru,Supp-D,Consumer Goods,3,9,2432.99,208,1,Delivered
SHP-1308,WH-Hyderabad,Supp-A,Automotive,5,9,1136.25,55,0,Delivered
SHP-1309,WH-Bengaluru,Supp-D,Automotive,16,13,8834.83,297,1,Cancelled
SHP-1310,WH-Hyderabad,Supp-C,Industrial Parts,5,5,4199.35,24,0,Delayed
SHP-1311,WH-Mumbai,Supp-B,Consumer Goods,14,6,5646.73,53,0,Delivered
SHP-1312,WH-Hyderabad,Supp-A,Automotive,13,10,9696.63,410,0,Delivered
SHP-1313,WH-Mumbai,Supp-A,Electronics,14,9,1132.36,178,1,Delivered
SHP-1314,WH-Mumbai,Supp-B,Automotive,15,11,6659.02,319,1,Delivered
SHP-1315,WH-Hyderabad,Supp-D,Electronics,21,7,1204.0,53,0,Delivered
SHP-1316,WH-Mumbai,Supp-B,Industrial Parts,19,7,4066.95,107,1,Delayed
SHP-1317,WH-Delhi,Supp-D,Electronics,7,14,8136.24,270,0,Delivered
SHP-1318,WH-Mumbai,Supp-B,Automotive,12,6,4617.99,118,0,Delayed
SHP-1319,WH-Bengaluru,Supp-C,Automotive,3,7,9973.23,292,0,Delivered
SHP-1320,WH-Hyderabad,Supp-D,Automotive,24,14,5811.06,381,0,Delivered
SHP-1321,WH-Delhi,Supp-C,Industrial Parts,20,5,3551.04,352,0,Delivered
SHP-1322,WH-Hyderabad,Supp-A,Industrial Parts,20,9,2591.06,113,0,Delivered
SHP-1323,WH-Bengaluru,Supp-B,Consumer Goods,6,9,3829.95,265,0,Delivered
SHP-1324,WH-Bengaluru,Supp-A,Automotive,20,11,4039.07,388,0,Delivered
SHP-1325,WH-Bengaluru,Supp-A,Electronics,3,8,1152.78,215,0,Delivered
SHP-1326,WH-Mumbai,Supp-A,Industrial Parts,11,7,4010.95,344,0,Delivered
SHP-1327,WH-Mumbai,Supp-A,Automotive,3,5,4910.27,52,0,Delivered
SHP-1328,WH-Hyderabad,Supp-B,Automotive,12,12,7366.01,362,0,Cancelled
SHP-1329,WH-Hyderabad,Supp-A,Industrial Parts,19,7,6738.93,254,0,Delivered
SHP-1330,WH-Delhi,Supp-B,Consumer Goods,16,6,7233.27,296,0,Delayed
SHP-1331,WH-Delhi,Supp-B,Industrial Parts,10,8,579.45,364,0,Delivered
SHP-1332,WH-Hyderabad,Supp-C,Industrial Parts,24,7,2567.84,282,0,Delayed
SHP-1333,WH-Mumbai,Supp-D,Electronics,20,5,6786.0,485,0,Delivered
SHP-1334,WH-Bengaluru,Supp-D,Electronics,10,7,5097.9,92,0,Delayed
SHP-1335,WH-Hyderabad,Supp-B,Consumer Goods,4,6,550.48,119,0,Delivered
SHP-1336,WH-Delhi,Supp-C,Automotive,22,12,8142.7,447,0,Delivered
SHP-1337,WH-Mumbai,Supp-B,Industrial Parts,10,10,7841.69,199,0,Delivered
SHP-1338,WH-Hyderabad,Supp-B,Consumer Goods,15,13,5709.98,480,1,Delivered
SHP-1339,WH-Hyderabad,Supp-B,Electronics,20,12,1131.4,297,1,Delivered
SHP-1340,WH-Mumbai,Supp-C,Industrial Parts,8,14,7781.89,433,0,Delivered
SHP-1341,WH-Hyderabad,Supp-D,Automotive,17,7,6045.28,406,0,Delivered
SHP-1342,WH-Mumbai,Supp-C,Electronics,17,9,7928.62,260,0,Delayed
SHP-1343,WH-Bengaluru,Supp-A,Electronics,2,11,7641.6,221,0,Delivered
SHP-1344,WH-Mumbai,Supp-C,Electronics,5,9,8128.52,300,1,Delivered
SHP-1345,WH-Mumbai,Supp-C,Consumer Goods,5,12,5421.08,142,0,Delivered
SHP-1346,WH-Mumbai,Supp-C,Automotive,8,9,1833.08,210,0,Delivered
SHP-1347,WH-Hyderabad,Supp-C,Industrial Parts,9,5,6876.0,294,0,Delivered
SHP-1348,WH-Hyderabad,Supp-D,Consumer Goods,18,9,6394.5,335,1,Delivered
SHP-1349,WH-Mumbai,Supp-A,Consumer Goods,6,8,7551.41,418,0,Cancelled
SHP-1350,WH-Hyderabad,Supp-D,Consumer Goods,8,10,2113.87,104,0,Delayed
SHP-1351,WH-Delhi,Supp-D,Electronics,21,7,2352.26,287,0,Delayed
SHP-1352,WH-Delhi,Supp-C,Automotive,21,9,8958.89,459,0,Delivered
SHP-1353,WH-Hyderabad,Supp-B,Consumer Goods,5,6,7624.79,438,0,Delayed
SHP-1354,WH-Hyderabad,Supp-B,Industrial Parts,7,10,9128.17,334,0,Delivered
SHP-1355,WH-Mumbai,Supp-D,Automotive,8,10,7707.8,228,1,Delivered
SHP-1356,WH-Bengaluru,Supp-D,Industrial Parts,19,9,6172.98,98,1,Delivered
SHP-1357,WH-Hyderabad,Supp-C,Automotive,6,10,6714.26,81,1,Delivered
SHP-1358,WH-Delhi,Supp-D,Industrial Parts,21,11,8946.72,256,0,Delivered
SHP-1359,WH-Mumbai,Supp-C,Electronics,4,9,5998.66,138,0,Delivered
SHP-1360,WH-Hyderabad,Supp-B,Consumer Goods,8,5,6507.72,221,0,Delivered
SHP-1361,WH-Delhi,Supp-B,Industrial Parts,23,12,1986.53,437,0,Delivered
SHP-1362,WH-Delhi,Supp-A,Automotive,15,8,5002.25,352,0,Delivered
SHP-1363,WH-Bengaluru,Supp-B,Consumer Goods,8,13,7305.77,105,0,Delivered
SHP-1364,WH-Mumbai,Supp-D,Consumer Goods,6,14,3073.96,84,0,Delivered
SHP-1365,WH-Mumbai,Supp-B,Automotive,23,10,2421.41,432,0,Delivered
SHP-1366,WH-Bengaluru,Supp-C,Industrial Parts,6,5,3481.35,63,0,Delayed
SHP-1367,WH-Bengaluru,Supp-B,Electronics,24,7,2794.26,353,0,Delivered
SHP-1368,WH-Mumbai,Supp-A,Electronics,3,7,2541.67,468,0,Delivered
SHP-1369,WH-Mumbai,Supp-B,Industrial Parts,22,14,4536.08,422,0,Delivered
SHP-1370,WH-Hyderabad,Supp-C,Consumer Goods,23,8,9124.47,63,0,Delivered
SHP-1371,WH-Hyderabad,Supp-C,Consumer Goods,7,10,5317.07,227,0,Delayed
SHP-1372,WH-Bengaluru,Supp-D,Consumer Goods,16,11,2285.24,25,0,Delivered
SHP-1373,WH-Hyderabad,Supp-B,Consumer Goods,22,14,1231.23,108,0,Delivered
SHP-1374,WH-Delhi,Supp-C,Industrial Parts,11,8,7113.48,29,0,Delayed
SHP-1375,WH-Hyderabad,Supp-A,Consumer Goods,24,10,4136.59,55,0,Delivered
SHP-1376,WH-Hyderabad,Supp-D,Automotive,8,5,8307.39,460,0,Delivered
SHP-1377,WH-Delhi,Supp-A,Consumer Goods,6,12,6765.35,202,0,Delivered
SHP-1378,WH-Bengaluru,Supp-B,Electronics,2,11,8064.29,392,0,Delivered
SHP-1379,WH-Delhi,Supp-B,Consumer Goods,14,13,3083.49,67,0,Delivered
SHP-1380,WH-Hyderabad,Supp-B,Industrial Parts,22,7,7077.41,446,0,Delivered
SHP-1381,WH-Bengaluru,Supp-D,Electronics,19,6,3008.59,120,0,Cancelled
SHP-1382,WH-Hyderabad,Supp-C,Industrial Parts,14,5,9421.15,138,0,Delivered
SHP-1383,WH-Delhi,Supp-D,Industrial Parts,22,7,6545.56,346,1,Delivered
SHP-1384,WH-Delhi,Supp-A,Electronics,22,9,3582.86,203,0,Delivered
SHP-1385,WH-Hyderabad,Supp-D,Industrial Parts,19,6,3060.36,422,0,Delayed
SHP-1386,WH-Mumbai,Supp-A,Industrial Parts,6,7,2313.8,349,0,Delayed
SHP-1387,WH-Mumbai,Supp-D,Consumer Goods,14,8,7099.09,335,0,Delivered
SHP-1388,WH-Delhi,Supp-C,Automotive,5,11,2577.8,17,0,Delivered
SHP-1389,WH-Delhi,Supp-A,Industrial Parts,18,7,6155.38,38,0,Delivered
SHP-1390,WH-Mumbai,Supp-B,Industrial Parts,4,13,3014.03,121,0,Delivered
SHP-1391,WH-Mumbai,Supp-B,Industrial Parts,18,12,6788.7,444,0,Delivered
SHP-1392,WH-Hyderabad,Supp-D,Consumer Goods,12,8,8241.93,170,0,Delivered
SHP-1393,WH-Hyderabad,Supp-B,Automotive,22,5,7891.24,140,0,Delivered
SHP-1394,WH-Mumbai,Supp-A,Electronics,21,5,7728.09,197,0,Delayed
SHP-1395,WH-Hyderabad,Supp-B,Consumer Goods,24,5,2283.36,172,0,Delivered
SHP-1396,WH-Hyderabad,Supp-C,Consumer Goods,22,5,1339.66,206,0,Cancelled
SHP-1397,WH-Bengaluru,Supp-C,Automotive,5,12,7140.01,484,1,Delivered
SHP-1398,WH-Hyderabad,Supp-D,Automotive,3,7,3999.3,373,0,Delivered
SHP-1399,WH-Delhi,Supp-A,Consumer Goods,21,10,4607.29,213,0,Delivered
SHP-1400,WH-Hyderabad,Supp-C,Electronics,17,7,795.92,221,0,Delivered
SHP-1401,WH-Hyderabad,Supp-C,Consumer Goods,19,9,2965.98,118,0,Delivered
SHP-1402,WH-Mumbai,Supp-A,Automotive,9,11,819.93,285,1,Delivered
SHP-1403,WH-Delhi,Supp-B,Electronics,4,6,8852.26,82,0,Delivered
SHP-1404,WH-Hyderabad,Supp-B,Automotive,10,10,2812.27,176,1,Delivered
SHP-1405,WH-Hyderabad,Supp-D,Electronics,21,10,5794.7,269,0,Delayed
SHP-1406,WH-Bengaluru,Supp-B,Industrial Parts,7,7,870.3,252,0,Delivered
SHP-1407,WH-Hyderabad,Supp-A,Automotive,11,10,6835.05,284,0,Delivered
SHP-1408,WH-Hyderabad,Supp-C,Automotive,22,14,3568.76,111,1,Delivered
SHP-1409,WH-Bengaluru,Supp-B,Consumer Goods,11,14,9030.23,484,0,Delayed
SHP-1410,WH-Mumbai,Supp-D,Automotive,14,9,8937.12,182,0,Delivered
SHP-1411,WH-Hyderabad,Supp-B,Automotive,18,6,3590.26,180,0,Delivered
SHP-1412,WH-Bengaluru,Supp-A,Industrial Parts,10,13,9059.13,150,0,Delivered
SHP-1413,WH-Delhi,Supp-D,Automotive,18,12,9963.5,406,1,Delivered
SHP-1414,WH-Mumbai,Supp-B,Industrial Parts,10,7,8341.45,197,0,Cancelled
SHP-1415,WH-Delhi,Supp-D,Industrial Parts,10,12,8526.28,450,0,Delivered
SHP-1416,WH-Delhi,Supp-A,Industrial Parts,2,13,2865.58,95,0,Delivered
SHP-1417,WH-Bengaluru,Supp-C,Industrial Parts,3,7,5978.67,485,0,Delivered
SHP-1418,WH-Hyderabad,Supp-A,Electronics,17,7,1138.93,61,1,Delivered
SHP-1419,WH-Bengaluru,Supp-A,Consumer Goods,2,6,1401.72,120,0,Cancelled
SHP-1420,WH-Bengaluru,Supp-A,Electronics,11,12,9989.48,446,0,Delivered
SHP-1421,WH-Bengaluru,Supp-A,Automotive,19,14,3603.07,374,1,Delivered
SHP-1422,WH-Bengaluru,Supp-C,Electronics,9,5,7607.75,351,0,Delivered
SHP-1423,WH-Mumbai,Supp-C,Electronics,22,12,8163.32,52,0,Delivered
SHP-1424,WH-Hyderabad,Supp-D,Automotive,12,11,8651.22,220,0,Delayed
SHP-1425,WH-Delhi,Supp-B,Automotive,24,11,9977.47,465,0,Delivered
SHP-1426,WH-Delhi,Supp-C,Automotive,3,7,2794.22,209,0,Delivered
SHP-1427,WH-Hyderabad,Supp-C,Electronics,9,5,883.33,307,1,Delayed
SHP-1428,WH-Delhi,Supp-B,Electronics,23,8,4406.32,355,0,Delivered
SHP-1429,WH-Hyderabad,Supp-C,Automotive,9,13,1735.77,249,0,Delivered
SHP-1430,WH-Delhi,Supp-A,Consumer Goods,18,9,713.05,124,1,Delivered
SHP-1431,WH-Bengaluru,Supp-A,Consumer Goods,16,5,3924.05,35,0,Cancelled
SHP-1432,WH-Delhi,Supp-B,Industrial Parts,18,9,7945.51,416,0,Delivered
SHP-1433,WH-Hyderabad,Supp-D,Automotive,24,12,5878.72,308,0,Delivered
SHP-1434,WH-Hyderabad,Supp-D,Industrial Parts,14,12,3471.39,86,1,Delivered
SHP-1435,WH-Hyderabad,Supp-B,Consumer Goods,20,9,6716.25,421,0,Delivered
SHP-1436,WH-Hyderabad,Supp-B,Industrial Parts,6,13,2704.17,146,0,Delivered
SHP-1437,WH-Hyderabad,Supp-A,Automotive,13,5,636.62,29,0,Delivered
SHP-1438,WH-Mumbai,Supp-D,Automotive,2,8,7761.36,449,0,Delivered
SHP-1439,WH-Mumbai,Supp-C,Automotive,24,7,6425.56,220,0,Delivered
SHP-1440,WH-Delhi,Supp-A,Electronics,6,6,7741.87,249,0,Delivered
SHP-1441,WH-Hyderabad,Supp-B,Industrial Parts,9,12,869.91,48,0,Delayed
SHP-1442,WH-Delhi,Supp-D,Consumer Goods,14,11,8452.64,444,0,Cancelled
SHP-1443,WH-Hyderabad,Supp-C,Consumer Goods,9,13,6385.5,277,1,Delivered
SHP-1444,WH-Hyderabad,Supp-C,Consumer Goods,24,6,5852.26,216,0,Delivered
SHP-1445,WH-Mumbai,Supp-A,Electronics,12,8,6433.83,488,0,Delivered
SHP-1446,WH-Mumbai,Supp-D,Electronics,2,10,8712.12,448,0,Delivered
SHP-1447,WH-Bengaluru,Supp-D,Automotive,14,7,6075.9,471,0,Delayed
SHP-1448,WH-Mumbai,Supp-B,Consumer Goods,20,12,6019.03,276,0,Delivered
SHP-1449,WH-Bengaluru,Supp-D,Electronics,4,7,9911.45,163,0,Delivered
SHP-1450,WH-Bengaluru,Supp-D,Automotive,18,6,7688.94,51,0,Delayed
SHP-1451,WH-Bengaluru,Supp-A,Consumer Goods,6,7,4701.79,420,0,Delivered
SHP-1452,WH-Bengaluru,Supp-D,Industrial Parts,21,10,7220.27,20,0,Delivered
SHP-1453,WH-Bengaluru,Supp-C,Automotive,22,6,4197.69,303,0,Delivered
SHP-1454,WH-Delhi,Supp-A,Electronics,9,12,2674.32,107,0,Delivered
SHP-1455,WH-Mumbai,Supp-A,Electronics,15,5,6170.09,436,0,Delivered
SHP-1456,WH-Bengaluru,Supp-B,Automotive,5,11,9317.73,284,0,Delayed
SHP-1457,WH-Hyderabad,Supp-D,Automotive,12,6,9326.83,457,0,Delayed
SHP-1458,WH-Mumbai,Supp-B,Electronics,21,14,3748.1,399,0,Delivered
SHP-1459,WH-Mumbai,Supp-C,Industrial Parts,16,10,5512.94,439,0,Delayed
SHP-1460,WH-Bengaluru,Supp-A,Consumer Goods,20,6,2510.54,381,0,Delivered
SHP-1461,WH-Delhi,Supp-A,Industrial Parts,8,6,9958.5,239,0,Delayed
SHP-1462,WH-Bengaluru,Supp-A,Automotive,20,14,9820.62,378,0,Delivered
SHP-1463,WH-Delhi,Supp-C,Industrial Parts,20,12,6670.33,435,0,Delayed
SHP-1464,WH-Hyderabad,Supp-C,Electronics,12,6,8141.93,229,1,Delayed
SHP-1465,WH-Mumbai,Supp-B,Automotive,6,11,7293.45,74,0,Delivered
SHP-1466,WH-Hyderabad,Supp-B,Consumer Goods,6,7,6135.0,364,1,Delayed
SHP-1467,WH-Delhi,Supp-B,Electronics,23,12,1006.81,241,0,Delayed
SHP-1468,WH-Delhi,Supp-D,Electronics,9,11,4820.26,337,0,Delayed
SHP-1469,WH-Hyderabad,Supp-A,Consumer Goods,11,12,6910.47,452,1,Delivered
SHP-1470,WH-Delhi,Supp-A,Consumer Goods,7,11,6936.55,61,0,Delayed
SHP-1471,WH-Hyderabad,Supp-B,Industrial Parts,16,10,4044.66,383,0,Delayed
SHP-1472,WH-Mumbai,Supp-A,Automotive,17,11,9446.07,440,0,Delivered
SHP-1473,WH-Hyderabad,Supp-B,Consumer Goods,18,9,2089.89,385,0,Cancelled
SHP-1474,WH-Mumbai,Supp-D,Consumer Goods,9,11,5253.41,272,0,Delivered
SHP-1475,WH-Hyderabad,Supp-D,Automotive,9,5,7063.4,276,0,Delivered
SHP-1476,WH-Delhi,Supp-C,Consumer Goods,10,5,7122.79,368,0,Delivered
SHP-1477,WH-Hyderabad,Supp-D,Consumer Goods,3,13,6662.07,326,0,Delivered
SHP-1478,WH-Delhi,Supp-B,Industrial Parts,16,9,3115.24,333,1,Delivered
SHP-1479,WH-Hyderabad,Supp-D,Electronics,19,9,1983.96,418,0,Delivered
SHP-1480,WH-Hyderabad,Supp-C,Electronics,4,7,6541.43,405,0,Cancelled
SHP-1481,WH-Bengaluru,Supp-A,Electronics,18,9,6193.37,163,0,Delivered
SHP-1482,WH-Delhi,Supp-B,Electronics,5,7,2203.88,367,0,Delivered
SHP-1483,WH-Bengaluru,Supp-A,Consumer Goods,5,13,7198.82,375,0,Delivered
SHP-1484,WH-Delhi,Supp-C,Automotive,15,13,4824.13,149,0,Delivered
SHP-1485,WH-Bengaluru,Supp-C,Automotive,10,10,6843.73,436,0,Delayed
SHP-1486,WH-Mumbai,Supp-C,Industrial Parts,10,5,8454.99,60,0,Delivered
SHP-1487,WH-Hyderabad,Supp-A,Industrial Parts,24,11,2112.42,126,0,Delayed
SHP-1488,WH-Delhi,Supp-A,Consumer Goods,19,11,681.88,430,1,Delivered
SHP-1489,WH-Delhi,Supp-A,Automotive,11,14,7901.47,55,0,Delivered
SHP-1490,WH-Hyderabad,Supp-A,Automotive,22,14,6292.13,318,0,Delivered
SHP-1491,WH-Delhi,Supp-C,Electronics,5,8,7146.58,97,0,Delivered
SHP-1492,WH-Delhi,Supp-C,Consumer Goods,13,12,8462.47,217,0,Delivered
SHP-1493,WH-Bengaluru,Supp-B,Consumer Goods,9,10,8126.7,386,1,Delivered
SHP-1494,WH-Delhi,Supp-B,Electronics,3,8,9628.74,278,0,Delivered
SHP-1495,WH-Mumbai,Supp-A,Consumer Goods,23,8,5591.38,98,0,Delayed
SHP-1496,WH-Mumbai,Supp-D,Consumer Goods,14,6,5140.71,390,0,Delivered
SHP-1497,WH-Hyderabad,Supp-D,Industrial Parts,22,6,4317.93,127,0,Delivered
SHP-1498,WH-Delhi,Supp-C,Automotive,17,8,1960.06,63,0,Delivered
SHP-1499,WH-Hyderabad,Supp-C,Consumer Goods,3,9,5939.77,450,0,Delivered
SHP-1500,WH-Mumbai,Supp-C,Industrial Parts,12,12,3131.62,125,1,Delayed
SHP-1501,WH-Delhi,Supp-B,Automotive,11,10,9252.42,127,0,Delivered
SHP-1502,WH-Delhi,Supp-B,Electronics,16,8,6040.31,269,1,Delivered
SHP-1503,WH-Hyderabad,Supp-C,Industrial Parts,18,11,6131.98,84,0,Cancelled
SHP-1504,WH-Mumbai,Supp-C,Industrial Parts,9,12,3871.78,489,0,Delivered
SHP-1505,WH-Delhi,Supp-C,Automotive,19,6,993.9,314,0,Delivered
SHP-1506,WH-Hyderabad,Supp-D,Electronics,24,11,801.57,16,0,Delivered
SHP-1507,WH-Mumbai,Supp-B,Industrial Parts,10,6,4521.68,375,0,Delivered
SHP-1508,WH-Hyderabad,Supp-D,Consumer Goods,9,6,1303.37,131,0,Delayed
SHP-1509,WH-Bengaluru,Supp-D,Consumer Goods,15,12,6265.05,20,0,Delayed
SHP-1510,WH-Delhi,Supp-C,Consumer Goods,19,6,8869.24,357,0,Cancelled
SHP-1511,WH-Bengaluru,Supp-C,Electronics,23,13,8887.69,447,0,Delivered
SHP-1512,WH-Mumbai,Supp-A,Industrial Parts,21,5,6760.93,498,0,Delivered
SHP-1513,WH-Bengaluru,Supp-A,Consumer Goods,21,13,2506.7,224,0,Delayed
SHP-1514,WH-Bengaluru,Supp-D,Electronics,22,5,8698.47,438,0,Delivered
SHP-1515,WH-Mumbai,Supp-B,Consumer Goods,13,14,8917.89,288,0,Delivered
SHP-1516,WH-Hyderabad,Supp-C,Automotive,20,14,2368.21,37,0,Delivered
SHP-1517,WH-Bengaluru,Supp-C,Industrial Parts,15,6,7505.55,244,1,Delivered
SHP-1518,WH-Hyderabad,Supp-D,Industrial Parts,18,10,3221.94,376,0,Delivered
SHP-1519,WH-Bengaluru,Supp-A,Electronics,22,10,8125.08,322,0,Delayed
SHP-1520,WH-Hyderabad,Supp-B,Electronics,4,5,9973.76,35,1,Delayed
SHP-1521,WH-Mumbai,Supp-A,Industrial Parts,24,11,785.25,418,0,Delivered
SHP-1522,WH-Bengaluru,Supp-A,Consumer Goods,8,12,9024.98,63,1,Delivered
SHP-1523,WH-Mumbai,Supp-A,Consumer Goods,18,6,6414.99,38,0,Delivered
SHP-1524,WH-Bengaluru,Supp-A,Automotive,13,12,9747.13,476,0,Delayed
SHP-1525,WH-Mumbai,Supp-C,Consumer Goods,10,13,4917.59,362,0,Delivered
SHP-1526,WH-Mumbai,Supp-C,Electronics,16,10,8550.19,173,0,Delivered
SHP-1527,WH-Bengaluru,Supp-A,Electronics,19,9,1092.74,279,0,Delivered
SHP-1528,WH-Bengaluru,Supp-B,Consumer Goods,22,13,3685.15,343,0,Delivered
SHP-1529,WH-Bengaluru,Supp-D,Electronics,14,13,1136.66,44,0,Delivered
SHP-1530,WH-Delhi,Supp-B,Industrial Parts,22,5,9765.76,295,0,Delayed
SHP-1531,WH-Hyderabad,Supp-B,Industrial Parts,9,7,8261.25,357,0,Delivered
SHP-1532,WH-Delhi,Supp-B,Consumer Goods,15,13,8599.2,282,0,Delivered
SHP-1533,WH-Delhi,Supp-A,Industrial Parts,9,6,9410.67,460,0,Delivered
SHP-1534,WH-Mumbai,Supp-C,Industrial Parts,15,8,1308.48,217,0,Delivered
SHP-1535,WH-Bengaluru,Supp-B,Automotive,8,8,4163.18,247,1,Delayed
SHP-1536,WH-Hyderabad,Supp-A,Automotive,24,6,1174.83,423,0,Delivered
SHP-1537,WH-Mumbai,Supp-B,Industrial Parts,13,7,2502.53,102,1,Delayed
SHP-1538,WH-Delhi,Supp-B,Consumer Goods,12,7,2678.97,182,0,Delivered
SHP-1539,WH-Bengaluru,Supp-A,Automotive,23,5,4956.52,88,0,Delivered
SHP-1540,WH-Mumbai,Supp-C,Electronics,23,10,3051.34,119,0,Delivered
SHP-1541,WH-Bengaluru,Supp-C,Electronics,12,12,1459.29,226,0,Delivered
SHP-1542,WH-Mumbai,Supp-D,Electronics,23,7,2091.17,444,0,Delivered
SHP-1543,WH-Bengaluru,Supp-A,Consumer Goods,14,9,1899.12,367,0,Delayed
SHP-1544,WH-Delhi,Supp-D,Industrial Parts,19,5,9744.23,115,0,Delivered
SHP-1545,WH-Hyderabad,Supp-D,Electronics,3,14,7713.28,56,0,Delivered
SHP-1546,WH-Delhi,Supp-D,Consumer Goods,22,11,9693.73,190,0,Delayed
SHP-1547,WH-Hyderabad,Supp-C,Automotive,16,14,4677.53,73,0,Delayed
SHP-1548,WH-Bengaluru,Supp-A,Industrial Parts,21,5,3144.5,255,0,Delivered
SHP-1549,WH-Mumbai,Supp-D,Automotive,19,13,8083.79,253,0,Cancelled
SHP-1550,WH-Delhi,Supp-A,Consumer Goods,16,12,3599.41,431,0,Delivered
SHP-1551,WH-Hyderabad,Supp-A,Electronics,20,11,3344.14,329,0,Delivered
SHP-1552,WH-Delhi,Supp-C,Electronics,24,14,2708.81,96,0,Delayed
SHP-1553,WH-Hyderabad,Supp-D,Consumer Goods,13,11,1731.95,226,0,Delivered
SHP-1554,WH-Delhi,Supp-D,Electronics,14,9,2936.4,499,0,Delivered
SHP-1555,WH-Hyderabad,Supp-A,Industrial Parts,23,9,3875.54,16,0,Delivered
SHP-1556,WH-Hyderabad,Supp-B,Consumer Goods,12,9,6902.94,287,0,Delayed
SHP-1557,WH-Bengaluru,Supp-C,Automotive,6,5,1094.37,346,0,Delayed
SHP-1558,WH-Hyderabad,Supp-C,Consumer Goods,2,12,2499.82,219,1,Delivered
SHP-1559,WH-Bengaluru,Supp-C,Industrial Parts,4,5,8185.72,178,1,Delivered
SHP-1560,WH-Hyderabad,Supp-C,Industrial Parts,23,8,1895.76,339,0,Delivered
SHP-1561,WH-Mumbai,Supp-D,Consumer Goods,20,13,3755.13,147,0,Delivered
SHP-1562,WH-Mumbai,Supp-D,Consumer Goods,24,13,8714.26,450,0,Delivered
SHP-1563,WH-Mumbai,Supp-B,Electronics,8,9,1971.79,400,0,Delayed
SHP-1564,WH-Hyderabad,Supp-C,Industrial Parts,13,8,1286.0,390,0,Delivered
SHP-1565,WH-Bengaluru,Supp-C,Consumer Goods,16,7,5103.11,315,0,Delivered
SHP-1566,WH-Bengaluru,Supp-A,Consumer Goods,6,7,3372.99,239,1,Delivered
SHP-1567,WH-Hyderabad,Supp-D,Industrial Parts,16,9,5852.38,484,0,Delivered
SHP-1568,WH-Mumbai,Supp-C,Consumer Goods,9,14,8136.15,317,0,Delayed
SHP-1569,WH-Mumbai,Supp-B,Electronics,11,5,1802.91,170,0,Delivered
SHP-1570,WH-Bengaluru,Supp-B,Industrial Parts,17,9,6016.64,10,0,Delivered
SHP-1571,WH-Mumbai,Supp-D,Electronics,9,10,5302.33,245,0,Delivered
SHP-1572,WH-Delhi,Supp-B,Electronics,2,11,1868.75,446,1,Delivered
SHP-1573,WH-Bengaluru,Supp-B,Electronics,13,13,6427.99,197,0,Delivered
SHP-1574,WH-Mumbai,Supp-D,Electronics,6,7,3099.58,427,0,Delivered
SHP-1575,WH-Bengaluru,Supp-C,Industrial Parts,4,6,5134.43,13,0,Delivered
SHP-1576,WH-Delhi,Supp-C,Electronics,2,7,1281.59,410,0,Delivered
SHP-1577,WH-Bengaluru,Supp-B,Electronics,5,13,4866.05,141,0,Delivered
SHP-1578,WH-Bengaluru,Supp-B,Consumer Goods,9,11,3411.4,436,0,Delivered
SHP-1579,WH-Bengaluru,Supp-C,Industrial Parts,4,13,8312.62,227,0,Cancelled
SHP-1580,WH-Bengaluru,Supp-D,Industrial Parts,11,6,1041.3,269,0,Delivered
SHP-1581,WH-Delhi,Supp-B,Automotive,3,9,4476.77,10,0,Delivered
SHP-1582,WH-Hyderabad,Supp-A,Industrial Parts,12,8,4855.1,80,0,Delivered
SHP-1583,WH-Bengaluru,Supp-D,Industrial Parts,11,6,7387.56,487,0,Delivered
SHP-1584,WH-Bengaluru,Supp-B,Automotive,22,13,5955.73,187,0,Delayed
SHP-1585,WH-Mumbai,Supp-B,Industrial Parts,15,13,6838.52,466,0,Delivered
SHP-1586,WH-Bengaluru,Supp-A,Industrial Parts,8,10,7881.97,198,0,Delivered
SHP-1587,WH-Mumbai,Supp-A,Industrial Parts,3,10,8690.93,300,0,Delivered
SHP-1588,WH-Hyderabad,Supp-C,Industrial Parts,10,12,3481.82,17,0,Delivered
SHP-1589,WH-Delhi,Supp-D,Automotive,17,10,5611.22,262,0,Delayed
SHP-1590,WH-Delhi,Supp-D,Industrial Parts,14,5,8481.03,417,0,Delivered
SHP-1591,WH-Hyderabad,Supp-C,Industrial Parts,10,8,9899.79,476,0,Delivered
SHP-1592,WH-Delhi,Supp-D,Automotive,21,11,8950.43,301,0,Delivered
SHP-1593,WH-Hyderabad,Supp-D,Consumer Goods,5,6,4028.94,443,0,Delivered
